node,generation,is_leaf
0,27.81351662879051,1
1,27.81351662879051,1
2,27.813516628790513,1
3,27.81351662879051,1
4,27.81351662879051,1
5,27.813516628790513,1
6,27.81351662879051,1
7,27.81351662879051,1
8,27.81351662879051,1
9,27.813516628790513,1
10,27.81351662879051,1
11,27.81351662879051,1
12,27.81351662879051,1
13,0,0
14,3.271865314945277,0
15,14.94362736326409,0
16,19.49219514966982,0
17,22.17740058130448,0
18,16.647523021402186,0
19,23.187022994554624,0
20,19.782758492657095,0
21,22.32890009520552,0
22,7.725625067840934,0
23,24.653544594938403,0
24,20.918968155698074,0
