node,generation,is_leaf
0,57.829061625020344,1
1,57.829061625020344,1
2,57.82906162502035,1
3,57.82906162502035,1
4,57.82906162502036,1
5,57.82906162502035,1
6,57.82906162502035,1
7,57.82906162502035,1
8,57.82906162502035,1
9,57.82906162502035,1
10,57.829061625020344,1
11,57.82906162502035,1
12,57.829061625020344,1
13,57.82906162502036,1
14,57.82906162502036,1
15,57.829061625020344,1
16,57.82906162502035,1
17,57.829061625020366,1
18,57.82906162502035,1
19,57.82906162502035,1
20,57.82906162502036,1
21,57.82906162502035,1
22,57.82906162502035,1
23,57.829061625020344,1
24,57.82906162502035,1
25,57.82906162502035,1
26,57.82906162502036,1
27,57.82906162502036,1
28,57.829061625020344,1
29,57.829061625020344,1
30,57.82906162502035,1
31,57.829061625020344,1
32,57.82906162502036,1
33,57.82906162502035,1
34,57.82906162502035,1
35,57.829061625020344,1
36,57.82906162502035,1
37,57.82906162502036,1
38,57.82906162502036,1
39,57.82906162502035,1
40,57.82906162502035,1
41,57.829061625020344,1
42,57.82906162502035,1
43,57.829061625020344,1
44,57.829061625020344,1
45,57.82906162502035,1
46,57.82906162502036,1
47,57.82906162502036,1
48,57.829061625020344,1
49,57.829061625020344,1
50,57.82906162502036,1
51,57.82906162502035,1
52,57.82906162502035,1
53,57.82906162502035,1
54,57.829061625020344,1
55,57.82906162502036,1
56,57.82906162502035,1
57,57.82906162502035,1
58,57.82906162502035,1
59,57.829061625020344,1
60,57.829061625020344,1
61,57.82906162502035,1
62,57.82906162502036,1
63,57.829061625020344,1
64,57.82906162502035,1
65,57.82906162502036,1
66,57.82906162502035,1
67,57.82906162502036,1
68,57.82906162502035,1
69,57.82906162502036,1
70,57.82906162502035,1
71,57.82906162502035,1
72,57.829061625020344,1
73,57.82906162502035,1
74,57.82906162502035,1
75,57.829061625020344,1
76,57.82906162502035,1
77,57.829061625020344,1
78,57.82906162502035,1
79,57.82906162502035,1
80,57.82906162502035,1
81,57.82906162502035,1
82,57.82906162502035,1
83,57.82906162502035,1
84,57.82906162502035,1
85,57.829061625020344,1
86,57.82906162502036,1
87,57.829061625020344,1
88,57.82906162502036,1
89,57.82906162502035,1
90,57.82906162502036,1
91,57.829061625020344,1
92,57.82906162502035,1
93,57.82906162502035,1
94,57.82906162502035,1
95,57.82906162502035,1
96,57.82906162502035,1
97,57.829061625020366,1
98,57.829061625020344,1
99,57.82906162502035,1
100,57.82906162502036,1
101,57.82906162502035,1
102,0,0
103,8.394487278463274,0
104,39.951143729432914,0
105,45.98844117917453,0
106,51.30556210147941,0
107,53.444064774306085,0
108,24.800837400071003,0
109,49.4540831358931,0
110,54.38479683102146,0
111,28.131431107132876,0
112,43.099209609011076,0
113,53.47597613519391,0
114,0.3804532922105963,0
115,2.264212817772915,0
116,6.110858540546722,0
117,15.013719445485961,0
118,25.41791717360988,0
119,32.62184885495729,0
120,53.32516539650371,0
121,51.979975742396675,0
122,28.394210923080003,0
123,39.652634845846364,0
124,24.84544157380561,0
125,37.35154914659294,0
126,42.27331412715042,0
127,32.049753912597836,0
128,35.33469376873728,0
129,51.57667352309541,0
130,37.883584332372536,0
131,40.4019923739949,0
132,48.12411368522747,0
133,49.43062668600699,0
134,52.439242369304985,0
135,8.110684712659491,0
136,15.265244660625363,0
137,21.090791871437816,0
138,30.921371940383,0
139,29.863311379925232,0
140,37.726028690735085,0
141,48.699913086984196,0
142,20.977005670598587,0
143,43.46051730788998,0
144,48.35619113143896,0
145,11.791472901427646,0
146,16.848190709597745,0
147,27.83738955296223,0
148,31.110329796482187,0
149,44.56831810864951,0
150,34.3527634759167,0
151,53.710882159080825,0
152,26.750294017860124,0
153,36.836793290301976,0
154,49.31365541944483,0
155,52.09151266847084,0
156,44.400475584312304,0
157,30.304584479655478,0
158,53.2288764019048,0
159,31.313391449597084,0
160,38.135828704623314,0
161,44.428971649740156,0
162,47.461634485799365,0
163,53.45193214558728,0
164,49.49342838240986,0
165,50.77493827623496,0
166,53.06287433193855,0
167,41.68836279030741,0
168,46.71516305253966,0
169,52.74573354925908,0
170,50.01931439962974,0
171,52.51352338503998,0
172,43.40367009111535,0
173,50.21759910993874,0
174,52.927711578073996,0
175,16.099499245103424,0
176,24.811653642453848,0
177,52.299859052224974,0
178,32.34382369619523,0
179,37.21677182638636,0
180,41.489499268619426,0
181,49.29578498769962,0
182,52.432001658290964,0
183,24.254942455692003,0
184,34.598426499628104,0
185,32.50725866449384,0
186,44.27993821256526,0
187,52.842540063961465,0
188,36.74975162934443,0
189,40.29601702026932,0
190,52.51269038021263,0
191,46.88977994802687,0
192,47.82286983440447,0
193,49.29036692434633,0
194,52.06942556773796,0
195,3.3521476178807674,0
196,19.313523234050045,0
197,40.00264141092174,0
198,10.862586428138329,0
199,28.886438279430614,0
200,37.86996581941929,0
201,47.859546743265454,0
202,44.751009508583415,0
