node,generation,is_leaf
0,40.44623639527752,1
1,40.44623639527752,1
2,40.44623639527752,1
3,40.44623639527752,1
4,40.44623639527752,1
5,40.44623639527752,1
6,40.44623639527752,1
7,40.44623639527752,1
8,40.44623639527752,1
9,40.44623639527752,1
10,40.44623639527752,1
11,40.44623639527752,1
12,40.44623639527752,1
13,40.446236395277516,1
14,40.44623639527752,1
15,40.44623639527752,1
16,40.44623639527752,1
17,40.44623639527752,1
18,40.44623639527752,1
19,40.446236395277516,1
20,40.44623639527752,1
21,40.44623639527752,1
22,40.44623639527752,1
23,40.44623639527752,1
24,40.44623639527752,1
25,40.44623639527752,1
26,40.44623639527752,1
27,40.44623639527752,1
28,40.44623639527752,1
29,40.44623639527752,1
30,40.44623639527752,1
31,40.44623639527752,1
32,40.44623639527752,1
33,40.44623639527752,1
34,40.44623639527752,1
35,40.44623639527752,1
36,40.44623639527752,1
37,40.44623639527752,1
38,40.44623639527752,1
39,40.44623639527752,1
40,40.44623639527753,1
41,40.44623639527752,1
42,40.44623639527752,1
43,40.44623639527752,1
44,40.44623639527752,1
45,40.44623639527752,1
46,40.446236395277516,1
47,40.446236395277516,1
48,40.44623639527752,1
49,40.44623639527753,1
50,40.44623639527752,1
51,40.44623639527752,1
52,40.44623639527752,1
53,40.44623639527752,1
54,40.44623639527753,1
55,40.44623639527752,1
56,40.44623639527752,1
57,40.44623639527752,1
58,40.44623639527752,1
59,40.44623639527753,1
60,40.44623639527752,1
61,40.44623639527752,1
62,40.44623639527752,1
63,40.44623639527752,1
64,40.44623639527752,1
65,40.44623639527752,1
66,40.44623639527752,1
67,40.44623639527753,1
68,40.44623639527752,1
69,40.44623639527752,1
70,40.44623639527752,1
71,40.44623639527752,1
72,40.44623639527753,1
73,40.44623639527752,1
74,40.44623639527753,1
75,40.44623639527752,1
76,40.44623639527752,1
77,40.44623639527752,1
78,40.44623639527752,1
79,40.44623639527752,1
80,40.44623639527752,1
81,40.44623639527752,1
82,40.44623639527752,1
83,40.44623639527752,1
84,40.44623639527752,1
85,40.44623639527752,1
86,40.44623639527752,1
87,40.44623639527752,1
88,40.44623639527752,1
89,40.44623639527752,1
90,40.44623639527752,1
91,40.44623639527752,1
92,40.44623639527752,1
93,40.44623639527752,1
94,40.44623639527752,1
95,40.44623639527752,1
96,40.44623639527752,1
97,40.44623639527752,1
98,40.44623639527752,1
99,40.44623639527752,1
100,40.44623639527752,1
101,40.44623639527753,1
102,40.44623639527752,1
103,40.44623639527752,1
104,40.44623639527752,1
105,40.44623639527752,1
106,40.44623639527752,1
107,40.44623639527752,1
108,40.44623639527752,1
109,40.44623639527752,1
110,40.44623639527752,1
111,40.44623639527752,1
112,40.44623639527752,1
113,40.44623639527752,1
114,40.44623639527752,1
115,40.44623639527753,1
116,40.44623639527752,1
117,40.44623639527752,1
118,40.44623639527752,1
119,40.44623639527752,1
120,40.44623639527752,1
121,40.44623639527753,1
122,40.44623639527752,1
123,40.44623639527752,1
124,40.44623639527752,1
125,40.44623639527752,1
126,40.44623639527752,1
127,40.44623639527752,1
128,40.44623639527752,1
129,40.44623639527752,1
130,40.44623639527752,1
131,40.44623639527752,1
132,40.44623639527752,1
133,40.44623639527752,1
134,40.44623639527752,1
135,40.44623639527752,1
136,40.44623639527752,1
137,40.44623639527752,1
138,40.446236395277516,1
139,40.446236395277516,1
140,40.44623639527752,1
141,40.44623639527752,1
142,40.44623639527752,1
143,40.44623639527753,1
144,40.44623639527752,1
145,40.446236395277516,1
146,40.44623639527752,1
147,40.44623639527752,1
148,40.44623639527752,1
149,40.44623639527752,1
150,40.44623639527752,1
151,40.44623639527752,1
152,40.44623639527752,1
153,40.44623639527752,1
154,40.44623639527752,1
155,40.44623639527752,1
156,40.44623639527752,1
157,40.44623639527752,1
158,40.44623639527752,1
159,40.44623639527752,1
160,40.44623639527752,1
161,40.44623639527752,1
162,40.44623639527752,1
163,40.44623639527753,1
164,40.44623639527752,1
165,40.446236395277516,1
166,40.44623639527752,1
167,40.446236395277516,1
168,40.44623639527752,1
169,40.44623639527752,1
170,40.44623639527753,1
171,40.44623639527752,1
172,40.44623639527753,1
173,40.44623639527752,1
174,40.44623639527752,1
175,40.44623639527752,1
176,40.44623639527752,1
177,40.44623639527752,1
178,40.44623639527753,1
179,40.44623639527752,1
180,40.44623639527752,1
181,40.44623639527752,1
182,40.44623639527753,1
183,40.44623639527752,1
184,40.44623639527752,1
185,40.44623639527752,1
186,40.44623639527752,1
187,40.44623639527753,1
188,40.44623639527752,1
189,40.44623639527752,1
190,40.44623639527752,1
191,40.44623639527752,1
192,40.44623639527752,1
193,40.44623639527752,1
194,40.44623639527752,1
195,40.44623639527752,1
196,40.44623639527752,1
197,40.44623639527752,1
198,40.44623639527752,1
199,40.44623639527752,1
200,40.44623639527752,1
201,40.44623639527752,1
202,40.44623639527752,1
203,40.44623639527752,1
204,40.44623639527752,1
205,40.44623639527752,1
206,40.44623639527752,1
207,40.44623639527752,1
208,40.44623639527752,1
209,40.44623639527752,1
210,40.44623639527752,1
211,40.446236395277516,1
212,40.44623639527752,1
213,40.44623639527752,1
214,40.44623639527752,1
215,40.44623639527752,1
216,40.44623639527752,1
217,40.44623639527752,1
218,40.44623639527752,1
219,40.44623639527752,1
220,40.44623639527752,1
221,40.44623639527752,1
222,40.44623639527753,1
223,40.44623639527752,1
224,40.44623639527752,1
225,40.44623639527752,1
226,40.44623639527752,1
227,40.44623639527752,1
228,40.44623639527752,1
229,40.44623639527752,1
230,40.44623639527752,1
231,40.44623639527752,1
232,40.44623639527752,1
233,40.44623639527753,1
234,40.44623639527752,1
235,40.44623639527752,1
236,40.44623639527752,1
237,40.44623639527752,1
238,40.44623639527753,1
239,40.44623639527752,1
240,40.44623639527752,1
241,40.44623639527752,1
242,40.44623639527752,1
243,40.44623639527752,1
244,40.44623639527752,1
245,40.44623639527752,1
246,40.44623639527752,1
247,40.44623639527752,1
248,40.44623639527752,1
249,40.446236395277516,1
250,40.44623639527752,1
251,40.44623639527752,1
252,40.44623639527752,1
253,40.44623639527753,1
254,0,0
255,2.368011030085036,0
256,3.0495595191601836,0
257,5.872126900125757,0
258,9.7070478083353,0
259,12.258050472929966,0
260,21.871764381205516,0
261,15.661594040863857,0
262,22.593148115553223,0
263,27.94045699774103,0
264,31.943266920792674,0
265,32.8005329381825,0
266,35.36455440811375,0
267,24.997586120755116,0
268,27.643423212146935,0
269,33.09839245631943,0
270,35.6940043480751,0
271,25.873333905067007,0
272,31.065043922618642,0
273,36.171012322618445,0
274,35.76777039719739,0
275,30.101647826381903,0
276,35.96609648981657,0
277,33.45556772486165,0
278,35.78684652461607,0
279,18.399278157526055,0
280,34.43786742825449,0
281,36.41887653226233,0
282,25.840141283752317,0
283,10.645070147622281,0
284,15.570070810156125,0
285,22.288901875000647,0
286,13.028774995622236,0
287,17.179956508225853,0
288,24.74676615358841,0
289,26.956233549211454,0
290,33.806267642530386,0
291,30.575459212935318,0
292,33.42567280219268,0
293,37.27636335152865,0
294,35.304373858450084,0
295,37.13673104403135,0
296,31.45063612314889,0
297,32.971878607831016,0
298,37.21313662576931,0
299,18.11292828285514,0
300,22.10338118804975,0
301,26.46213505323351,0
302,35.7485018223203,0
303,37.26391869537378,0
304,32.937177792797854,0
305,33.153614643732745,0
306,25.28096669370332,0
307,32.30341640236925,0
308,19.817455075462924,0
309,25.060338890182333,0
310,33.14679815331607,0
311,36.967765394247344,0
312,36.57955645909757,0
313,26.95814192442703,0
314,34.62215272193422,0
315,36.57250601748577,0
316,28.953826131749473,0
317,13.985328316545846,0
318,15.85071456109564,0
319,22.564485984513308,0
320,25.17789169966562,0
321,27.627840551453893,0
322,33.82137846625536,0
323,36.10837625217311,0
324,17.449016990649476,0
325,37.033730185366146,0
326,23.298197821682606,0
327,27.616067073660226,0
328,27.99350967514635,0
329,32.230558592461954,0
330,9.339842141269148,0
331,12.052396518750705,0
332,20.505823000298186,0
333,29.391111052326757,0
334,31.62174914123534,0
335,36.260138104021635,0
336,36.12082892204556,0
337,29.004812792202387,0
338,36.65562831714167,0
339,32.88843136401535,0
340,35.931687184558314,0
341,11.384642941192833,0
342,28.226648014092458,0
343,22.016807003644207,0
344,26.56256062994047,0
345,23.82585566140198,0
346,25.78312357724466,0
347,29.517895065036434,0
348,35.93300962650825,0
349,32.86437865789868,0
350,35.426221600547876,0
351,28.48924589371191,0
352,33.370262928811506,0
353,35.84962605842411,0
354,32.871747244041615,0
355,35.488600032839784,0
356,5.6574040836661865,0
357,28.867119823065448,0
358,32.29851853911906,0
359,12.640075494569452,0
360,28.944472882052416,0
361,37.108185308977525,0
362,33.99766043585314,0
363,16.763597380771156,0
364,21.465083159223,0
365,27.192625098644964,0
366,18.527751574254307,0
367,29.823475808723895,0
368,24.274573833209732,0
369,31.615636954638724,0
370,2.985954602047528,0
371,5.442138899565563,0
