"Name of tips","Number of mutations"
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_11054_4035_2",8
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_11496_12027_3",7
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_12090_11707_2",10
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_12735_11053_2",11
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_14516_3100_3",10
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_16304_6877_4",3
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_17046_6637_2",2
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_18087_10890_4",4
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_20264_15964_2",4
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_22238_16537_2",2
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_23694_8544_3",20
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_25426_19699_2",3
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_7224_10559_4",10
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1101_7880_11160_6",12
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_10065_12508_3",11
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_11801_9453_78",3
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_12102_12086_2",6
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_13305_11096_2",6
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_13555_16896_2",1
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_13760_7236_2",8
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_13865_12395_2",4
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_14219_21115_2",2
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_15503_9854_2",12
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_15683_21031_2",17
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_18408_14933_2",7
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_18681_7244_2",2
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_18908_17277_3",9
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_20121_11526_4",6
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_20399_15882_2",11
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_20689_19121_3",20
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_21748_9380_2",3
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_22232_9894_2",5
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_23321_5947_2",4
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_24981_10935_3",13
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_26506_9639_2",11
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1102_26647_16054_4",17
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_10137_12798_2",10
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_10494_15241_2",12
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_11514_10663_2",14
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_12026_11679_3",19
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_12655_16857_4",5
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_12878_22427_2",4
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_13981_12424_3",7
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_14197_3355_4",9
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_16617_8890_5",8
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_17307_5514_2",8
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_17366_17686_2",5
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_17370_10930_2",2
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_17794_11121_2",7
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_18052_9009_2",3
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_19755_12896_4",11
"M2D13_bc1_M03783_10_000000000-JJBVG_1_1103_20420_15104_4",11
