"Name of tips","Number of mutations"
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_14030_13499_2",11
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_15224_14176_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_16512_2000_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_16529_18145_2",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_17148_6011_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_18446_15437_2",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_18919_1896_2",7
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_19751_9513_3",9
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_20688_13750_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_21120_11347_2",3
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_21150_13437_3",9
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_23764_4305_444",3
"M3D13_bc1_M03320_18_000000000-JJCML_1_1101_25505_6117_3",11
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_10402_8704_2",9
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_10752_11732_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_11304_12334_2",2
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_12651_21033_2",3
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_12683_17252_3",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_14651_22069_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_15605_9878_2",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_16348_18762_2",12
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_17650_15803_2",12
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_18806_10144_2",9
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_19275_18835_2",8
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_19713_8068_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_20553_16710_2",8
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_21994_16688_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_22345_16129_5",14
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_22371_12096_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_23338_3191_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_2601_10922_2",11
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_27095_18926_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_8308_11597_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_8416_15608_2",14
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_9180_13717_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_9375_6009_2",13
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_9879_17136_2",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1102_9910_12064_2",3
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_10846_21388_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_12553_17583_2",17
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_12686_16907_2",9
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_14710_6395_2",2
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_16255_17030_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_16456_20900_2",10
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_16886_12681_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_17778_3442_3",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_18888_17373_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_20423_15331_2",8
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_20812_14183_3",12
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_21463_18430_2",3
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_22686_12113_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_24419_12473_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_24867_8759_4",11
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_26373_10994_2",8
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_27942_14720_2",4
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_4236_7096_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1103_7432_6918_3",15
"M3D13_bc1_M03320_18_000000000-JJCML_1_1104_10646_5303_2",6
"M3D13_bc1_M03320_18_000000000-JJCML_1_1104_10744_4982_2",2
"M3D13_bc1_M03320_18_000000000-JJCML_1_1104_11425_19633_2",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1104_11762_21923_4",5
"M3D13_bc1_M03320_18_000000000-JJCML_1_1104_12756_4630_2",3
