"Name of tips","Number of mutations"
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_11689_10559_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_12708_11783_3",4
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_15139_16877_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_16958_16240_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_21462_13003_3",3
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_22525_17075_3",3
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_22658_20412_4",1
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_22700_8892_4",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_26177_11329_3",5
"13A_bc1_M04958_54_000000000-J7Y7F_1_1101_26633_19970_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_10278_16370_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_10411_9183_6",1
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_10531_5883_3",6
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_14655_9519_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_14682_7112_3",4
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_15054_4185_3",3
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_16313_17413_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_17165_10433_3",5
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_17413_6477_3",6
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_18219_13503_3",4
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_19107_8659_5",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_20520_19619_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_20562_6681_3",4
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_21671_14029_3",2
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_22839_18198_3",4
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_24730_2569_3",3
"13A_bc1_M04958_54_000000000-J7Y7F_1_1102_24898_6853_3",3
