Name of tips,Number of mutations
23_bc1_M03320_127_000000000-JHJF3_1_1101_10464_15927_4,16
23_bc1_M03320_127_000000000-JHJF3_1_1101_10772_21443_4,11
23_bc1_M03320_127_000000000-JHJF3_1_1101_11028_11841_3,22
23_bc1_M03320_127_000000000-JHJF3_1_1101_12248_14137_4,18
23_bc1_M03320_127_000000000-JHJF3_1_1101_12920_16120_3,18
23_bc1_M03320_127_000000000-JHJF3_1_1101_13414_17745_3,38
23_bc1_M03320_127_000000000-JHJF3_1_1101_13418_19727_4,3
23_bc1_M03320_127_000000000-JHJF3_1_1101_13476_15534_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1101_13994_17090_5,10
23_bc1_M03320_127_000000000-JHJF3_1_1101_15232_14544_4,23
23_bc1_M03320_127_000000000-JHJF3_1_1101_15661_21106_5,23
23_bc1_M03320_127_000000000-JHJF3_1_1101_16208_16062_3,10
23_bc1_M03320_127_000000000-JHJF3_1_1101_17360_14117_6,11
23_bc1_M03320_127_000000000-JHJF3_1_1101_19534_20425_4,15
23_bc1_M03320_127_000000000-JHJF3_1_1101_20821_14518_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1101_22968_19322_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1101_25420_20566_3,12
23_bc1_M03320_127_000000000-JHJF3_1_1101_25807_16072_4,11
23_bc1_M03320_127_000000000-JHJF3_1_1101_7985_8988_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1101_8594_12291_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1102_10490_7026_167,4
23_bc1_M03320_127_000000000-JHJF3_1_1102_10724_7063_5,12
23_bc1_M03320_127_000000000-JHJF3_1_1102_10837_6805_7,13
23_bc1_M03320_127_000000000-JHJF3_1_1102_11755_16668_3,7
23_bc1_M03320_127_000000000-JHJF3_1_1102_12286_21072_4,12
23_bc1_M03320_127_000000000-JHJF3_1_1102_12357_14131_6,11
23_bc1_M03320_127_000000000-JHJF3_1_1102_12414_12999_8,11
23_bc1_M03320_127_000000000-JHJF3_1_1102_12524_12379_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1102_12743_11429_5,12
23_bc1_M03320_127_000000000-JHJF3_1_1102_13186_4606_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1102_14851_19754_3,19
23_bc1_M03320_127_000000000-JHJF3_1_1102_15244_19545_3,18
23_bc1_M03320_127_000000000-JHJF3_1_1102_15421_7723_3,20
23_bc1_M03320_127_000000000-JHJF3_1_1102_16743_18676_3,12
23_bc1_M03320_127_000000000-JHJF3_1_1102_16880_13638_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1102_16882_17267_4,15
23_bc1_M03320_127_000000000-JHJF3_1_1102_17382_17633_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1102_17606_16300_5,15
23_bc1_M03320_127_000000000-JHJF3_1_1102_17827_4108_4,16
23_bc1_M03320_127_000000000-JHJF3_1_1102_19389_16627_3,12
23_bc1_M03320_127_000000000-JHJF3_1_1102_19658_19926_4,5
23_bc1_M03320_127_000000000-JHJF3_1_1102_19687_12689_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1102_20495_15903_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1102_20845_22023_8,15
23_bc1_M03320_127_000000000-JHJF3_1_1102_22480_18497_6,10
23_bc1_M03320_127_000000000-JHJF3_1_1102_25073_15376_6,11
23_bc1_M03320_127_000000000-JHJF3_1_1102_4349_12968_4,8
23_bc1_M03320_127_000000000-JHJF3_1_1102_4833_9975_3,19
23_bc1_M03320_127_000000000-JHJF3_1_1102_5540_22227_4,19
23_bc1_M03320_127_000000000-JHJF3_1_1102_7829_18681_5,23
23_bc1_M03320_127_000000000-JHJF3_1_1102_7992_10426_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1102_8266_10437_4,4
23_bc1_M03320_127_000000000-JHJF3_1_1102_9475_15782_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1102_9652_20946_4,19
23_bc1_M03320_127_000000000-JHJF3_1_1103_10235_19636_4,13
23_bc1_M03320_127_000000000-JHJF3_1_1103_10513_11754_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1103_10603_19842_4,10
23_bc1_M03320_127_000000000-JHJF3_1_1103_11102_7056_3,1
23_bc1_M03320_127_000000000-JHJF3_1_1103_12249_15192_4,20
23_bc1_M03320_127_000000000-JHJF3_1_1103_12540_14640_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1103_12732_4553_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_12934_20102_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1103_12979_10660_3,22
23_bc1_M03320_127_000000000-JHJF3_1_1103_13617_13356_4,12
23_bc1_M03320_127_000000000-JHJF3_1_1103_13684_3111_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_14956_14128_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_15458_7599_6,11
23_bc1_M03320_127_000000000-JHJF3_1_1103_15609_15841_4,19
23_bc1_M03320_127_000000000-JHJF3_1_1103_15625_8664_3,2
23_bc1_M03320_127_000000000-JHJF3_1_1103_16127_13812_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1103_17273_12962_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_17592_15973_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1103_17621_13122_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_17956_16403_6,18
23_bc1_M03320_127_000000000-JHJF3_1_1103_18411_19768_7,15
23_bc1_M03320_127_000000000-JHJF3_1_1103_18954_17377_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_18956_11249_4,25
23_bc1_M03320_127_000000000-JHJF3_1_1103_19411_17548_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_20198_19329_6,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_20228_11135_3,20
23_bc1_M03320_127_000000000-JHJF3_1_1103_21653_17162_4,7
23_bc1_M03320_127_000000000-JHJF3_1_1103_21732_17897_4,12
23_bc1_M03320_127_000000000-JHJF3_1_1103_21832_16678_5,22
23_bc1_M03320_127_000000000-JHJF3_1_1103_22440_19938_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_22759_6995_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1103_22902_11459_3,17
23_bc1_M03320_127_000000000-JHJF3_1_1103_23882_9244_5,24
23_bc1_M03320_127_000000000-JHJF3_1_1103_24398_19330_4,19
23_bc1_M03320_127_000000000-JHJF3_1_1103_25746_9370_5,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_26169_7679_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1103_7803_17478_4,1
23_bc1_M03320_127_000000000-JHJF3_1_1103_8105_10327_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1103_8236_17218_3,12
23_bc1_M03320_127_000000000-JHJF3_1_1103_8383_15464_5,14
23_bc1_M03320_127_000000000-JHJF3_1_1103_8504_14619_3,8
23_bc1_M03320_127_000000000-JHJF3_1_1103_8505_14281_4,10
23_bc1_M03320_127_000000000-JHJF3_1_1103_9086_11311_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_9105_20190_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1103_9426_16582_3,19
23_bc1_M03320_127_000000000-JHJF3_1_1104_10346_21391_4,1
23_bc1_M03320_127_000000000-JHJF3_1_1104_11379_19285_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1104_11518_16581_3,17
23_bc1_M03320_127_000000000-JHJF3_1_1104_11714_19511_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1104_11750_9086_4,13
23_bc1_M03320_127_000000000-JHJF3_1_1104_11822_14636_5,16
23_bc1_M03320_127_000000000-JHJF3_1_1104_12618_17940_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1104_13298_17053_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1104_13481_20216_4,18
23_bc1_M03320_127_000000000-JHJF3_1_1104_13554_20959_8,22
23_bc1_M03320_127_000000000-JHJF3_1_1104_13576_15991_5,17
23_bc1_M03320_127_000000000-JHJF3_1_1104_15148_17750_3,10
23_bc1_M03320_127_000000000-JHJF3_1_1104_15276_20114_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1104_15374_13975_6,9
23_bc1_M03320_127_000000000-JHJF3_1_1104_15669_13989_9,7
23_bc1_M03320_127_000000000-JHJF3_1_1104_16155_19403_4,10
23_bc1_M03320_127_000000000-JHJF3_1_1104_16357_11745_4,21
23_bc1_M03320_127_000000000-JHJF3_1_1104_16363_8225_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1104_18750_16949_7,14
23_bc1_M03320_127_000000000-JHJF3_1_1104_19148_8378_4,8
23_bc1_M03320_127_000000000-JHJF3_1_1104_19796_18212_3,8
23_bc1_M03320_127_000000000-JHJF3_1_1104_19936_10222_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1104_20045_19895_3,17
23_bc1_M03320_127_000000000-JHJF3_1_1104_20147_13874_4,19
23_bc1_M03320_127_000000000-JHJF3_1_1104_20686_18888_4,14
23_bc1_M03320_127_000000000-JHJF3_1_1104_20963_10037_4,6
23_bc1_M03320_127_000000000-JHJF3_1_1104_21252_21095_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1104_21633_13250_3,8
23_bc1_M03320_127_000000000-JHJF3_1_1104_23477_10498_3,10
23_bc1_M03320_127_000000000-JHJF3_1_1104_23750_15857_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1104_24416_10207_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1104_26471_7648_9,11
23_bc1_M03320_127_000000000-JHJF3_1_1104_27111_18377_3,2
23_bc1_M03320_127_000000000-JHJF3_1_1104_5417_7745_4,10
23_bc1_M03320_127_000000000-JHJF3_1_1104_5799_17693_5,13
23_bc1_M03320_127_000000000-JHJF3_1_1104_6958_15534_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1104_6960_6696_3,12
23_bc1_M03320_127_000000000-JHJF3_1_1104_7363_13649_4,12
23_bc1_M03320_127_000000000-JHJF3_1_1104_8659_18770_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1105_10734_20093_6,12
23_bc1_M03320_127_000000000-JHJF3_1_1105_11391_14921_5,14
23_bc1_M03320_127_000000000-JHJF3_1_1105_11558_20188_4,16
23_bc1_M03320_127_000000000-JHJF3_1_1105_11869_17172_4,12
23_bc1_M03320_127_000000000-JHJF3_1_1105_12032_5327_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1105_12120_17259_3,15
23_bc1_M03320_127_000000000-JHJF3_1_1105_12141_21001_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1105_12194_20367_3,16
23_bc1_M03320_127_000000000-JHJF3_1_1105_12294_9896_5,8
23_bc1_M03320_127_000000000-JHJF3_1_1105_12348_12303_3,11
23_bc1_M03320_127_000000000-JHJF3_1_1105_12423_12332_3,9
23_bc1_M03320_127_000000000-JHJF3_1_1105_12895_16371_3,14
23_bc1_M03320_127_000000000-JHJF3_1_1105_13182_11244_3,10
23_bc1_M03320_127_000000000-JHJF3_1_1105_14267_17307_3,2
23_bc1_M03320_127_000000000-JHJF3_1_1105_14273_13838_3,13
23_bc1_M03320_127_000000000-JHJF3_1_1105_15067_10817_3,10
23_bc1_M03320_127_000000000-JHJF3_1_1105_15241_19020_5,10
23_bc1_M03320_127_000000000-JHJF3_1_1105_15591_12346_3,23
