"Name of tips","Number of mutations"
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10043_16058_4",7
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10136_6219_2",8
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10252_13597_2",8
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10577_4757_5",6
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10813_18104_5",12
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_10957_11519_5",9
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_11138_6619_2",9
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_11407_19377_2",9
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_11784_12436_4",4
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_11794_15514_2",2
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12148_14277_4",4
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12156_14522_76",4
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12237_10047_4",7
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12275_8428_7",5
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12360_6030_4",5
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12410_13214_4",5
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12474_10955_3",7
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12479_11201_3",8
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12548_9031_5",17
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12676_10467_3",6
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12817_3921_3",10
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_12962_17987_3",8
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_13279_5626_2",11
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_13409_4835_2",14
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_13601_16022_5",4
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_13779_2349_2",5
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_14069_12049_2",13
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_14259_7336_5",9
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_14685_8204_4",11
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_15246_17720_4",7
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_15272_6681_2",10
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_15273_18400_4",12
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_15319_3720_2",6
"M3Dl43_bc1_M04670_41_000000000-JNYHM_1_1101_15680_12981_2",16
