Name of tips,Number of mutations
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_10095_16856_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_10384_8999_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_10617_13425_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_10709_3147_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_10850_17986_4,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11079_18877_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11473_17506_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11494_21392_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11495_5445_2,11
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11765_19289_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11905_19350_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11961_11416_3,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_11993_16361_2,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_13268_13476_3,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_13756_14506_2,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_13948_6686_4,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_14097_12373_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_14115_9989_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_14639_1406_3,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_14693_18769_2,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_14955_15189_2,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15343_6992_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15492_14185_3,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15685_20333_2,10
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15857_14286_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15901_2759_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15977_8733_2,17
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_15982_22145_3,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_16393_11148_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_16680_9085_2,12
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_16853_13616_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_17056_13114_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_17132_19622_2,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_17171_8192_4,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_17809_20975_2,11
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_18182_4801_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_18271_15812_2,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_18467_8955_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_18561_17639_4,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_18825_11296_3,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_19255_6191_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_19363_8997_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_19411_9704_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_19511_13210_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_19657_2400_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_20995_12610_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21015_10194_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21144_6891_3,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21174_7517_2,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21342_11318_3,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21397_17479_4,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21469_3340_4,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21501_8361_4,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21574_12916_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_21688_19217_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_22117_15612_3,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_22563_14624_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_22618_16921_3,14
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_22703_5264_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_22862_15147_133,1
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_23013_15035_3,10
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_23407_12409_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_23945_16567_2,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_24240_3795_4,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_25494_11774_3,13
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_25594_16263_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_25606_3703_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_25780_5825_2,1
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_25865_8573_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26043_7901_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26202_16977_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26258_6337_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26643_11635_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26877_10572_7,1
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_26941_18212_4,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_27173_14543_3,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_27269_13633_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_27583_15160_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_27699_7770_3,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_28326_7766_4,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_28617_11821_2,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_28761_9443_2,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_28857_14478_3,10
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_29007_10474_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_5806_10538_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_6717_7457_2,2
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_6871_15094_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_6899_3880_2,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_6917_11891_3,9
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_7360_7316_2,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_7686_10282_3,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_7717_15291_2,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_8227_14600_4,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_8406_18672_2,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_8623_17832_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1101_9842_7424_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_10428_20605_4,8
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_10590_18643_3,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_10629_8830_2,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_11219_17282_2,7
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_11281_10299_2,6
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_11333_8925_3,3
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_11382_9958_3,4
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_11759_6024_3,5
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_12020_14932_2,13
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_12278_18540_5,1
M2Dl43_bc1_M04670_38_000000000-JP235_1_1102_12565_10046_2,4
