"Name of tips","Number of mutations"
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_10143_7055_3",5
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_10262_18336_3",4
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_10709_11871_4",8
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_10969_7710_4",2
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_11492_20359_4",3
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_11705_4162_3",6
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_12511_13032_5",6
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_12636_9505_5",6
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_12882_10466_4",7
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13020_14698_3",5
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13227_2520_3",7
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13346_2078_3",10
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13435_3968_5",11
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13499_16965_4",5
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_13662_13906_3",3
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_14039_3784_184",2
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_14079_16147_3",7
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_14188_18949_5",3
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_14236_14434_3",5
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_14403_8694_3",5
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_15470_7444_3",6
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_16527_16452_3",8
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_16929_23107_3",4
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_17089_14960_3",9
"M3Dl53_bc1_M04670_41_000000000-JNYHM_1_1101_18420_11817_3",3
