"Name of tips","Number of mutations"
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_10396_19269_2",9
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_11758_5111_2",13
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_14104_10765_2",15
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_15616_3567_2",5
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_21071_5585_2",5
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_22455_11484_2",7
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_25874_17015_2",13
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_5779_17271_3",6
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_7339_22339_70",4
"M2D23_bc1_M03320_18_000000000-JJCML_1_1101_9690_11993_8",13
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_10426_11354_2",13
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_10902_16958_4",8
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_13468_15418_2",17
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_14420_18006_5",16
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_14920_8487_3",10
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_17059_16476_2",12
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_17472_12631_6",6
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_19808_13127_2",2
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_19981_17495_2",3
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_20190_12390_2",15
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_20338_5831_2",17
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_22412_13520_4",12
"M2D23_bc1_M03320_18_000000000-JJCML_1_1102_9179_19362_21",17
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_10843_5539_2",9
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_13525_10483_2",12
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_20224_14479_2",6
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_20617_1839_2",5
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_23814_21067_2",11
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_24480_15674_5",9
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_28882_12156_4",8
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_7857_3018_2",7
"M2D23_bc1_M03320_18_000000000-JJCML_1_1103_9170_17634_2",8
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_10049_9474_2",9
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_10236_4698_3",10
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_10638_8006_3",13
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_13475_4436_2",5
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_19965_5175_2",3
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_20631_13950_2",14
"M2D23_bc1_M03320_18_000000000-JJCML_1_1104_22292_7480_2",7
