Name of tips,Number of mutations
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_10506_15567_3,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_10728_16218_2,26
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_11228_5136_4,19
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_12136_22037_3,19
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_12165_19210_2,6
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_12815_8633_3,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_13201_5948_2,23
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_13355_9103_6,14
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_13550_17453_2,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_15168_17770_3,15
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_15596_12030_2,19
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_16903_12673_5,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_17243_12787_2,21
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_17341_3359_17,19
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_17860_14583_5,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_18103_10571_391,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_18678_8122_4,4
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_19459_9705_2,3
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_19989_19887_3,30
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_20282_4567_2,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_20918_9798_3,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_21197_14738_2,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_21258_10006_2,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_21374_12461_3,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_21452_18898_2,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_21882_12744_4,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_22036_17876_2,9
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_25243_16960_2,12
M2D33_bc1_M03320_18_000000000-JJCML_1_1101_9707_13882_4,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_10199_19715_4,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_10283_13200_2,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_10359_19829_2,7
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_11576_16395_3,16
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_12096_11445_2,28
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_12351_17769_2,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_13779_17290_6,9
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_13798_11402_2,7
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_14710_7484_2,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_14742_16516_2,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_14894_9805_2,20
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_15299_10045_2,16
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_15685_19003_3,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_15936_5276_2,3
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_16984_17917_4,17
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_17413_3945_2,9
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_17868_11979_6,14
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_18336_10190_5,19
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_18507_22363_2,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_18562_13773_6,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_18766_16883_2,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_19761_12069_2,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_20189_17910_2,3
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_20262_7619_4,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_21238_15891_4,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_21792_15372_2,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_22540_19877_3,22
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_22671_9374_3,3
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_23355_8719_4,9
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_23690_11419_2,3
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_24303_5218_16,17
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_24702_8942_2,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_24774_22230_2,16
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_2620_13110_2,6
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_27541_10783_4,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_3725_12890_2,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_4713_13682_8,1
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_7924_13990_5,2
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_8336_7030_4,6
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_8397_11569_2,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_9095_9626_2,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_9353_13596_8,15
M2D33_bc1_M03320_18_000000000-JJCML_1_1102_9736_9995_3,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_10405_13343_3,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_10645_18380_6,15
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_10693_14846_2,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_10874_14607_5,17
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_11019_6083_4,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_11374_19820_2,7
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_12046_10623_2,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_12279_13235_3,13
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_12300_8766_2,2
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_12759_21071_3,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_13988_10222_3,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_13992_5843_3,17
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_13998_19497_2,4
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_14086_18574_3,14
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_14111_20940_2,15
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_14122_14724_2,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_15283_15013_2,4
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_15423_14283_7,10
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_16710_8556_2,20
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_17439_21098_2,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_18086_3653_2,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_18687_3984_3,14
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_18860_20062_3,11
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_19097_7105_7,12
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_19135_7399_4,12
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_19445_6688_2,4
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_20098_8849_3,23
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_20228_18233_2,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_20421_9893_8,8
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_20752_14728_2,6
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_21252_18670_3,24
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_22043_11985_7,16
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_22064_21245_2,9
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_22361_15630_2,7
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_22592_10286_2,4
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_23939_9404_2,18
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_24986_18027_2,5
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_25658_9479_3,14
M2D33_bc1_M03320_18_000000000-JJCML_1_1103_26123_17830_2,4
