"Name of tips","Number of mutations"
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_11056_21235_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_11078_9183_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_11239_16296_4",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_11243_18903_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_12023_9495_3",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_12108_22959_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_12178_6806_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_12389_17500_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_12484_6365_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_13192_8285_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_13436_4632_3",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_13472_10795_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_13495_14936_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_13623_6998_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14204_14671_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14222_18347_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14271_6717_4",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14461_8873_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14527_16069_3",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14934_15625_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_14949_5071_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_15061_20178_3",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_15399_10686_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_15478_17705_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_15700_11741_4",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_16029_18791_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_16134_7000_3",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_16688_10752_3",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_16797_8512_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17030_5570_2",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17094_13137_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17429_8727_3",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17436_18317_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17486_13835_2",15
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17620_9993_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17643_3815_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17729_7031_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_17905_7023_4",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_18090_19023_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_18125_14927_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_18249_8078_2",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_18945_10470_4",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19068_14760_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19216_22591_3",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19382_21903_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19396_14941_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19402_15715_2",13
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19483_20363_2",14
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_19839_22238_3",14
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_20544_2724_3",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_20741_19282_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_20792_7154_6",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_21310_7425_3",15
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_21316_15702_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22072_11248_2",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22558_19757_3",11
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22565_6060_4",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22617_9303_2",16
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22631_7969_3",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22763_8301_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_22828_10930_2",15
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_23060_17181_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_23163_21095_3",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_23219_18595_4",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_23237_10028_3",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_23950_19369_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_24336_3040_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_24502_11716_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_24871_12498_3",13
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_25050_19568_4",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_25279_15501_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_25392_19286_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_25996_14207_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_26120_12756_2",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_26190_11347_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_27511_13217_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_28029_10510_5",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_28362_8403_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_28918_14690_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_4691_18324_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_5054_13573_2",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6368_14709_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6445_12089_4",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6601_7526_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6756_20450_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6767_12287_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_6870_20066_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_7138_14813_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_8293_20436_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_8495_7533_3",13
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1102_9651_6865_4",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_10186_20112_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_10975_18249_4",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_11230_6822_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_11261_3314_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_11791_18482_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_11997_9538_4",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_12127_20506_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_12318_6951_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_12533_10402_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_12574_20545_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_13370_20667_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_13658_14724_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_13676_20582_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_13990_14140_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14267_16273_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14307_15537_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14401_20261_3",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14410_3633_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14472_7655_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_14911_21381_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15172_20556_3",15
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15278_10502_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15310_14289_3",20
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15315_5833_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15392_21750_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15430_7048_3",13
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_15697_14541_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16065_8558_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16138_15157_2",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16388_8853_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16480_15713_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16488_12197_3",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16962_7180_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_16979_12919_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_17095_6410_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_17582_16860_4",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_18036_21744_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_18590_13338_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_18926_10557_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_18952_6573_4",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19134_16555_2",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19423_15370_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19496_17628_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19557_3110_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19659_9008_5",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19721_13485_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_19973_9804_3",17
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_20959_4763_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_21039_20433_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_21324_6693_2",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_21489_14066_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_21651_3523_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_22790_6445_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_22837_21041_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_23243_16372_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_23576_4359_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_23676_8639_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_23910_22476_2",15
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_23961_18875_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24016_17555_2",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24072_18257_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24223_11881_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24395_7746_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24731_22128_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_24987_7175_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_25131_8688_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_25633_11270_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_25728_17356_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_25966_11796_2",11
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_26166_18141_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_26415_13416_5",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_26779_16712_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_26962_10514_4",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_27808_17711_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_27976_9606_3",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_28243_11118_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_28318_14477_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_2941_13981_2",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_4428_20711_2",11
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_4953_9743_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_5930_6662_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_6618_15827_3",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_7030_6902_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_7769_9651_4",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_7940_17021_4",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_8405_15995_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_8580_5533_3",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_9286_7446_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1103_9660_21800_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_10751_8506_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_11425_9965_2",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_11561_9128_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_11712_13678_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_11782_11234_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12014_21111_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12160_12259_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12191_15213_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12353_12931_2",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12463_18715_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12552_14505_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12596_21147_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_12676_5809_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_13221_19808_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_13738_8840_2",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_13811_6550_5",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_13840_2074_3",11
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_13940_16085_2",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_14341_2914_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_14462_20668_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_14513_9606_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_14663_12616_6",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_14749_9406_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_15435_18809_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_15819_10617_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_15851_20732_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16158_17615_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16219_23200_3",12
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16337_19642_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16445_20736_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16586_15678_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_16788_20592_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_17217_12229_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_17360_13545_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_17443_6997_4",10
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_17739_12968_2",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_18072_13861_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_18329_16918_4",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19047_21762_3",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19151_17930_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19188_4910_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19200_1706_2",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19206_11555_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19329_17399_4",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19477_11605_2",7
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19556_22351_2",1
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_19584_15148_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_20660_8077_3",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21035_7106_3",6
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21124_20437_2",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21143_13548_4",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21218_14225_3",19
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21274_23038_3",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21377_7302_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21400_10163_3",9
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21615_19779_2",2
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_21800_10637_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_22046_16043_2",3
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_22585_12105_2",4
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_22735_3195_2",8
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_23086_10912_3",5
"M2Dl63_bc1_M04670_38_000000000-JP235_1_1104_23564_12745_3",11
