Name of tips,Number of mutations
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1101_13706_17638_4,13
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1101_18705_14810_5,6
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_10764_12349_6,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_12574_16466_3,6
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_18595_17337_3,10
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_22625_15404_3,9
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_23254_4816_3,5
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1102_26168_12873_3,10
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1103_11116_8862_6,13
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1103_13636_8792_4,4
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1103_15544_11073_8,8
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_11349_5154_3,16
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_12250_9505_10,5
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_13406_4888_3,5
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_20343_6868_6,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_20996_15169_5,5
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_21892_14226_3,8
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_24066_13624_3,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_26852_10099_9,11
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_8956_16075_4,12
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1104_9812_14805_9,8
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_13716_8139_3,6
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_14335_17944_8,5
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_15541_19466_6,17
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_22008_15040_9,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_22382_16697_858,2
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_24000_8858_4,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1105_24217_10976_8,3
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1106_12204_19591_3,15
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1106_12596_13830_4,7
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1106_15204_16767_3,11
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1106_21910_15120_9,13
M1Dl53_bc1_M04670_35_000000000-JJBBG_1_1106_25741_7975_7,3
