"Name of tips","Number of mutations"
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_2112_25828_16749_10",2
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_1107_14956_10814_822",6
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1111_9599_14896_7",2
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1104_19080_4463_12",14
"M1Dl63_bc1_M04958_49_000000000-JR7R4_1_1106_12329_3780_7",7
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_2115_8274_18959_7",9
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_1116_20890_5857_5",8
"M1Dl63_bc1_M04958_49_000000000-JR7R4_1_1108_22005_15046_6",5
"M1Dl63_bc1_M04958_49_000000000-JR7R4_1_1112_13146_9162_6",4
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_2110_13319_10413_6",1
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_1104_19566_15597_6",18
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1103_22428_19654_10",8
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_2110_17997_11134_5",9
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_1115_17707_13825_5",8
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_2106_17887_16410_6",3
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_2117_7559_8261_11",8
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1104_11024_15092_12",7
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1106_14115_17492_6",12
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1118_22224_21116_6",3
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1108_24410_10920_5",7
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_2102_18393_15591_6",8
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_2113_17907_18100_7",3
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_1111_25819_5662_9",10
"M1Dl63_bc1_M04958_49_000000000-JR7R4_1_1103_7723_13931_7",7
"M1Dl63_bc1_M04958_49_000000000-JR7R4_1_1102_19430_23221_6",9
"M1Dl63_bc1_M04958_31_000000000-JLD9G_1_2110_23888_18413_8",5
"M1Dl63_bc1_M04670_35_000000000-JJBBG_1_1108_19703_11909_6",8
