Name of tips,Number of mutations
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_10003_1899_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_10297_10882_4,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_10480_13551_3,10
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_11022_1752_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_12805_21160_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_14755_8147_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_16232_20374_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_17272_10722_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_18402_17987_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_18860_2081_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_21105_20715_2,10
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_21533_12924_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_23448_14184_2,8
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_24770_16954_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_24830_15807_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_25327_9807_5,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_25927_8285_3,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_27421_14066_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_27982_7367_3,11
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_28450_7975_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_5896_7047_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_6160_15597_3,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_6828_15340_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_7015_10734_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_7428_14885_2,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_7886_15262_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_8903_18637_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_9948_19323_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1101_9971_14180_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_11075_5314_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_11342_3956_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_12902_14431_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_13036_7068_2,10
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_14337_6899_3,12
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_14402_19027_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_14850_5017_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_15095_11870_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_16806_10815_4,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_17071_4276_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_17215_8634_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_17262_19222_3,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_17613_21604_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_17823_13867_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_18709_9485_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_18809_19765_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_19708_12019_4,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_21027_18104_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_21435_13648_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_22063_20721_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_22598_20559_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_22787_19053_2,12
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_23278_8669_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_24835_6928_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_25431_16304_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_26154_12452_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_27880_7538_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_5427_12552_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_5453_20453_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_6349_10111_2,10
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_8477_6232_2,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_8792_5617_3,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_9068_14299_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1102_9113_8051_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_10952_4135_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_11083_15257_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_11532_7674_2,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_11926_4389_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_12873_9704_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_13506_11195_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_13754_16326_3,9
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_13947_5813_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_14588_18147_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_15092_11051_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_15133_13848_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_15721_18128_3,10
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_16938_19280_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_18963_9238_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_19825_11339_4,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_20226_21039_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_21092_15949_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_21904_14128_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_23641_6997_3,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_24165_14053_2,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_24578_18995_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_24779_13082_2,9
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_25023_9823_5,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_25170_18814_4,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_25819_14579_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_27168_13905_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_28821_11291_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1103_7085_15684_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_10590_3617_4,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_10866_17454_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_11214_15740_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_11746_16250_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_12286_17270_3,13
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_12371_10912_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_13057_9005_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_13187_18506_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_15324_13330_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_15786_8569_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_16101_14390_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_16151_9894_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_16242_13711_2,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_17219_3640_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_18933_3200_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_19465_13872_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_19575_5835_3,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_21693_10595_4,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_22389_1673_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_22704_15086_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_23051_19821_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_23251_10571_2,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_24346_7934_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_24551_4240_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_25372_9763_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_25593_21684_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_27385_12756_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_27495_12006_2,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_28724_9044_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_4355_8803_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_5337_9490_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_5859_17668_4,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_7130_11776_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_8317_17918_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1104_9236_4356_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_11026_6770_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_11519_13213_4,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_12114_16547_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_12701_8638_2,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_14346_16166_4,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_14403_2875_2,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_14697_3514_5,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_14771_20427_2,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_15664_10931_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_15968_9104_2,9
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_17682_21089_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_18831_17141_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_19354_12710_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_20410_13779_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_20640_7414_3,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_23037_17741_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_23042_16630_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_24233_11926_5,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_25123_22768_2,11
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_26225_9762_2,9
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_27901_17764_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_6319_7235_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_7587_13010_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_8452_11034_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1105_8789_7449_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_11427_4039_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_11548_3091_4,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_11966_13880_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_12092_13420_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_12196_10961_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_12594_15935_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_12994_21556_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_13256_17403_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_13477_4001_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_13864_19269_4,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_14082_13543_2,7
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_14228_10360_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_14553_19587_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_14629_14914_3,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_14962_13751_4,13
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_15176_17514_3,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_15435_12941_2,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_15603_5486_2,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_17049_9042_4,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_18631_6961_3,6
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_19955_16478_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20118_7415_3,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20306_10444_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20400_8782_2,5
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20712_20284_3,8
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20912_16088_3,11
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_20928_18534_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_21652_3293_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_21805_12101_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_21958_18398_3,8
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_22399_11572_3,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_23525_15000_2,3
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_23646_19947_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_23699_20572_3,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_27021_19106_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_29260_9654_2,4
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_6258_14728_4,1
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_7297_11678_2,2
M2Dl33_bc1_M04670_38_000000000-JP235_1_1106_7704_15302_3,1
